yamanashi2018IW1_1_201912242137,9.59785817802516e-05
yamanashi2018IW1_2_201912242137,9.27928932457839e-05
yamanashi2018IW1_3_201912242137,8.685519164700342e-05
yamanashi2018IW1_4_201912242137,1.6112977644710614e-06
yamanashi2018IW1_5_201912242137,1.1507479744001208e-05
yamanashi2018IW1_6_201912242137,1.0113851977203931e-05
yamanashi2018IW1_7_201912242137,3.4163539348338145e-05
yamanashi2018IW1_8_201912242137,1.4157705948671272e-05
yamanashi2018IW1_9_201912242137,1.4157705948671272e-05
yamanashi2018IW1_10_201912242137,4.098443769297397e-05
yamanashi2018IW1_11_201912242137,4.848610142909859e-05
hokkaido2016IW2_0_201912242137,4.629592849274816e-06
hokkaido2016IW2_1_201912242137,4.629592849274816e-06
hokkaido2016IW2_2_201912242137,0.0
hokkaido2016IW2_3_201912242137,5.5190161933746514e-05
hokkaido2016IW2_4_201912242137,0.0
hokkaido2016IW2_5_201912242137,0.00018169653324352238
hokkaido2016IW2_6_201912242137,0.00010499841390654371
hokkaido2016IW2_7_201912242137,0.0
hokkaido2016IW2_8_201912242137,0.0001815636276683654
hokkaido2016IW2_9_201912242137,0.0001815636276683654
hokkaido2016IW2_10_201912242137,9.105029484581342e-05
hokkaido2016IW2_11_201912242137,9.105029484581342e-05
hokkaido2016IW2_12_201912242137,9.091738927065641e-05
hokkaido2016IW2_13_201912242137,0.0
hokkaido2016IW2_14_201912242137,0.0003875826139487214
hokkaido2016IW2_15_201912242137,0.0006290775065153632
hokkaido2016IW2_16_201912242137,0.0006290775065153632
hokkaido2016IW2_18_201912242137,0.0006090749112571
hokkaido2016IW2_20_201912242137,0.0
hokkaido2016IW2_21_201912242137,0.0
hokkaido2017IW2_0_201912242137,0.0
hokkaido2017IW2_1_201912242137,0.0
hokkaido2017IW2_2_201912242137,0.0
hokkaido2017IW2_3_201912242137,0.0
hokkaido2017IW2_4_201912242137,0.0
hokkaido2017IW2_5_201912242137,0.0
hokkaido2017IW2_6_201912242137,9.29225239828564e-06
hokkaido2017IW2_7_201912242137,0.0
hokkaido2017IW2_8_201912242137,0.0
hokkaido2017IW2_9_201912242137,0.0
hokkaido2017IW2_10_201912242137,9.29225239828564e-06
hokkaido2017IW2_11_201912242137,9.29225239828564e-06
hokkaido2017IW2_12_201912242137,9.29225239828564e-06
hokkaido2017IW2_13_201912242137,0.0
hokkaido2017IW2_14_201912242137,0.0
hokkaido2017IW2_15_201912242137,0.0
hokkaido2017IW2_16_201912242137,0.0
hokkaido2017IW2_18_201912242137,0.0
hokkaido2017IW2_20_201912242137,0.00016430785812072323
hokkaido2017IW2_21_201912242137,1.8405077856085776e-05
mie2016IW1_0_201912242137,0.0
mie2016IW1_1_201912242137,0.00024080029913335909
mie2016IW1_2_201912242137,0.00024080029913335906
