hokkaido2016IW2_0_202001072202,4.629592849274816e-06
hokkaido2016IW2_1_202001072202,4.629592849274816e-06
hokkaido2016IW2_2_202001072202,0.0
hokkaido2016IW2_3_202001072202,5.5190161933746514e-05
hokkaido2016IW2_4_202001072202,0.0
hokkaido2016IW2_5_202001072202,0.00018169653324352238
hokkaido2016IW2_6_202001072202,0.00010499841390654371
hokkaido2016IW2_7_202001072202,0.0
hokkaido2016IW2_8_202001072202,0.0001815636276683654
hokkaido2016IW2_9_202001072202,0.0001815636276683654
hokkaido2016IW2_10_202001072202,9.105029484581342e-05
hokkaido2016IW2_11_202001072202,9.105029484581342e-05
hokkaido2016IW2_12_202001072202,9.091738927065641e-05
hokkaido2016IW2_13_202001072202,0.0
hokkaido2016IW2_14_202001072202,0.0003875826139487214
hokkaido2016IW2_15_202001072202,0.0006290775065153632
hokkaido2016IW2_16_202001072202,0.0006290775065153632
hokkaido2016IW2_18_202001072202,0.0006090749112571
hokkaido2016IW2_20_202001072202,0.0
hokkaido2016IW2_21_202001072202,0.0
mie2016IW1_0_202001072202,0.0
mie2016IW1_1_202001072202,0.00024080029913335909
mie2016IW1_2_202001072202,0.00024080029913335906
mie2016IW1_3_202001072202,0.00024080029913335909
hokkaido2017IW2_0_202001072202,0.0
mie2016IW1_4_202001072202,0.00028480430604963
hokkaido2017IW2_1_202001072202,0.0
mie2016IW1_5_202001072202,0.00028480430604963
hokkaido2017IW2_2_202001072202,0.0
mie2016IW1_6_202001072202,0.00018675780525183983
hokkaido2017IW2_3_202001072202,0.0
mie2016IW1_7_202001072202,0.00018675780525183983
hokkaido2017IW2_4_202001072202,0.0
mie2016IW1_8_202001072202,6.054620034829706e-05
hokkaido2017IW2_5_202001072202,0.0
mie2016IW1_9_202001072202,1.704867855691132e-05
hokkaido2017IW2_6_202001072202,9.29225239828564e-06
mie2016IW1_10_202001072202,3.234680937827785e-05
hokkaido2017IW2_7_202001072202,0.0
mie2016IW1_11_202001072202,2.139859300327205e-05
hokkaido2017IW2_8_202001072202,0.0
mie2016IW1_12_202001072202,5.339361791169907e-05
hokkaido2017IW2_9_202001072202,0.0
mie2016IW1_13_202001072202,4.755972300353877e-05
hokkaido2017IW2_10_202001072202,9.29225239828564e-06
mie2016IW1_14_202001072202,8.022681849095657e-05
hokkaido2017IW2_11_202001072202,9.29225239828564e-06
mie2016IW1_15_202001072202,7.54707143414949e-05
hokkaido2017IW2_12_202001072202,9.29225239828564e-06
mie2016IW1_16_202001072202,4.3266695004167175e-05
hokkaido2017IW2_13_202001072202,0.0
mie2016IW1_17_202001072202,4.3266695004167175e-05
hokkaido2017IW2_14_202001072202,0.0
mie2016IW1_18_202001072202,8.687320202026138e-05
hokkaido2017IW2_15_202001072202,0.0
