10751,2936,-1.1,-2.7662566,0.29901928
10777,3025,-1.8,-0.6708878,-2.2417424
11238,3125,3.3,-4.652527,-0.15033121
11516,3152,1.4,-5.7472863,-2.0995624
11140,3167,0.4,1.5478023,-2.9907732
11146,3275,0.4,-3.544384,-0.21837603
11378,3283,2.1,-9.532177,-0.36914286
11711,3322,2.2,6.3830223,0.08918444
11039,3437,-1.8,-3.397263,-0.7168938
11949,3499,3.0,0.564292,2.0625553
12093,3700,1.4,2.7008548,0.87983835
12106,4200,-0.8,1.217132,-0.3709397
10450,4254,-5.9,0.5200887,-2.0824163
10243,4277,-4.7,10.989607,0.06254665
10964,4308,-8.9,0.36696866,-1.4380118
11134,4331,-9.1,9.122418,-0.5743921
11635,4347,-4.1,5.4408836,2.8567705
11466,4563,-7.4,6.351493,-1.3174602
10149,4748,-4.8,6.2861657,-1.1294031
9929,4902,-4.8,20.908945,-0.5480875
9534,5064,-5.8,17.240572,-0.23105271
9308,5473,-3.5,15.530019,0.24990813
9089,5766,-2.6,18.179228,1.2868568
9134,6131,-2.9,30.213886,2.2169266
9020,6522,-0.5,40.02929,1.6683455
9269,6645,4.0,24.987648,2.2114997
9107,7078,0.3,35.066643,4.2764053
8976,7132,-1.5,14.927305,-0.2932051
9245,7356,-1.9,34.951653,4.158098
6619,7441,-1.1,1.4043258,-0.20687236
7008,7464,-3.2,3.0373402,-3.3309138
9026,7495,-2.7,29.7831,1.4268116
6419,7726,-1.8,-1.4635744,-0.1747182
7052,7734,-3.1,10.165535,-0.8397565
7380,7825,0.1,2.4715765,-5.225744
8580,7834,-1.5,7.2880187,1.2127342
7184,7888,-9.3,-6.220237,-3.694562
6187,7904,-4.9,-8.789171,-0.25394353
9189,7919,-3.5,19.621035,-0.31982148
7780,7927,2.0,-2.0594244,-0.8347769
8806,7950,-2.5,7.187981,2.3972325
9722,7973,2.4,5.8127966,-0.07074015
8002,8085,1.0,11.364038,-0.88935006
5672,8172,8.5,-4.0044265,0.14348856
9622,8203,-0.8,11.361882,-0.37332338
3799,8226,-7.3,0.024117615,-2.9542332
3384,8244,-8.8,-9.68327,-5.549941
4116,8303,-6.1,3.8851266,1.5933949
5421,8327,-9.7,-6.284456,0.23682529
4436,8442,-6.8,-10.219124,-2.0139287
4443,8705,-4.0,0.78935874,-2.5462487
5428,8759,-11.5,13.837051,3.0991526
3416,8774,-10.4,-9.921945,0.5629228
5459,8874,-12.0,0.29757613,-0.21864729
9917,8928,-4.0,25.263292,0.29672694
4524,8936,-6.2,7.523216,0.034038268
4518,8952,-6.3,9.946613,-0.9897021
5296,8998,-14.6,-6.260848,-4.6236815
5396,9036,-16.6,-5.401789,-1.946594
4643,9299,-14.8,10.708589,0.48276532
3460,9314,-13.0,-22.782635,-3.8079746
3924,9399,-11.2,-8.349784,-0.85197717
4186,9453,-8.0,2.4201703,0.68507713
10249,9569,-5.2,10.126956,0.6612087
3190,9631,-12.4,-22.044006,-5.8799505
4606,9669,-11.5,2.157913,0.8737032
3686,9677,-8.7,-4.9844275,-1.8716955
3216,9800,-12.3,-24.680782,-3.791271
4374,9924,-10.1,-1.2441667,1.2658471
10927,10009,-0.4,1.3692751,-1.2287439
3015,10078,-12.4,-8.707833,-0.48914343
3247,10094,-8.1,-3.1098745,-0.57153976
2977,10101,-12.4,-13.264409,-1.860947
4236,10132,-9.1,8.402805,-4.35399
3523,10178,-8.1,-10.564098,-1.5167608
3153,10186,-10.8,-3.5053768,-0.044505827
10218,10209,-3.4,5.087719,0.47479326
3272,10279,-9.4,-2.3996055,-0.5899417
3266,10425,-9.8,8.945257,1.5448548
3272,10448,-9.8,0.6755882,-0.15463418
10851,10479,1.3,-9.401852,0.42434317
3993,10618,-10.1,-10.486991,-1.1797892
3115,10680,-8.0,-11.9786415,-3.7119713
3071,10695,-8.0,-11.64242,-2.3391128
11090,10803,2.7,-21.172,-0.53381985
3686,10842,-10.9,14.13386,0.13105908
2977,10873,-8.7,-3.816437,-2.0584588
3285,10896,-7.4,13.588775,0.16552493
11773,11066,-1.5,-7.695751,3.0977745
11497,11089,2.2,-7.259742,-0.4598392
8940,11129,-10.4,-5.533896,0.41723806
10658,11135,-2.1,-13.805264,1.0546129
3598,11151,-10.8,13.835295,-1.2145706
11126,11168,-2.2,-15.39911,-0.8397542
3178,11228,-7.4,0.4370117,-1.9393907
8487,11247,-13.4,-12.316965,1.1925843
7655,11248,-7.1,-18.178358,-4.577852
10249,11290,-2.4,-18.912214,-0.8721628
3065,11328,-7.8,1.4702156,0.8320806
9341,11344,-7.7,-14.354288,-1.5196769
11460,11344,-0.8,-22.047874,-1.5947565
3648,11359,-10.5,5.654544,-0.95577085
7293,11385,-10.5,-12.952535,-0.77054566
3724,11421,-10.5,13.397823,-1.9481089
3103,11475,-8.8,-3.874081,-1.1506324
3360,11498,-8.7,5.7501163,-0.7834881
6861,11505,-9.3,-23.623756,-4.5677733
6375,11652,-7.0,-21.840698,-1.9169878
3805,11668,-11.3,4.315379,-0.44258836
2889,11691,-8.5,-17.754456,0.64478385
5177,11698,-8.1,2.5844774,-5.3767805
6011,11706,-7.6,-24.051247,-4.668984
3147,11722,-10.7,1.0526485,-1.9752592
5396,11722,-8.2,0.6502763,-0.017473543
3090,11737,-10.5,0.23621584,0.035336472
3435,11737,-11.0,22.185198,0.41734567
5534,11737,-8.5,-6.7690206,-1.20142
3366,11752,-12.1,16.569944,-0.85905343
4988,11752,-8.6,18.130857,2.4822416
5923,11760,-7.6,-22.95639,0.08711127
3786,11783,-10.0,22.51967,-0.42795783
3009,11791,-9.8,1.684765,-2.1931555
4687,11791,-8.4,27.702806,0.37440065
5402,11793,-9.3,-2.2482548,0.61990756
3247,11799,-12.0,13.111568,-2.6296976
4305,11830,-7.8,33.64321,2.7987566
4085,11891,-7.5,28.071714,1.0902302
4537,11891,-7.1,35.931858,2.2785733
3228,11961,-12.4,6.8842273,-2.339455
